time	wake_longitudinal
2.1980329748814827e-11	5520.214875129476
2.201072072419127e-11	5536.648406360355
2.2041153719473463e-11	5553.104659317828
2.2071628792759977e-11	5569.583665417956
2.2102146002229728e-11	5586.085456120245
2.213270540614206e-11	5602.610062927686
2.2163307062836882e-11	5619.097201277108
2.219395103073475e-11	5635.546281004411
2.2224637368337006e-11	5652.01810395634
2.2255366134225877e-11	5668.5127015786975
2.228613738706459e-11	5685.0301053607345
2.2316951185597472e-11	5701.570346835264
2.2347807588650084e-11	5718.13345757868
2.2378706655129414e-11	5734.400269273783
2.2409648444023613e-11	5750.5389619806465
2.244063301440267e-11	5766.699968757328
2.247166042541816e-11	5782.883320456244
2.2502730736303444e-11	5799.089047972479
2.2533844006373773e-11	5815.317182243824
2.2565000295026414e-11	5831.567754250846
2.2596199661740766e-11	5847.840795016954
2.262744216607845e-11	5864.136335608448
2.2658727867683464e-11	5880.340747070124
2.2690056826282254e-11	5896.552311948193
2.2721429101683847e-11	5912.786291652356
2.275284475377997e-11	5929.042717174354
2.2784303842545163e-11	5945.321619548765
2.2815806428036884e-11	5961.623029853079
2.2847352570395623e-11	5977.516519047792
2.2878942329845035e-11	5993.371004148844
2.2910575766692036e-11	6009.247410361721
2.2942252941326928e-11	6025.14576799552
2.2973973914223505e-11	6041.06610740124
2.3005738745939184e-11	6057.0084589718535
2.3037547497115106e-11	6072.9728531423525
2.3069400228476255e-11	6088.959320389811
2.310129700083158e-11	6104.967891233449
2.3133237875074108e-11	6120.917319583779
2.3165222912181056e-11	6136.833534549905
2.319725217321395e-11	6152.771755978297
2.322932571931875e-11	6168.732014296061
2.3261443611725953e-11	6184.714339972368
2.329360591175071e-11	6200.529233651656
2.332581268079296e-11	6216.041868189559
2.3358063980337533e-11	6231.575951181582
2.339035987195427e-11	6247.131512283318
2.3422700417298136e-11	6262.708581191343
2.345508567810945e-11	6278.307187643341
2.3487515716213598e-11	6293.927361417986
2.3519990593521742e-11	6309.569132335267
2.3552510372030546e-11	6325.232530256326
2.358507511382239e-11	6340.9175850836355
2.3617684881065506e-11	6356.534273255456
2.3650339736014067e-11	6372.118545014058
2.3683039741008328e-11	6387.72436427557
2.3715784958474735e-11	6403.351760832531
2.3748575450926057e-11	6418.922031771558
2.3781411280961483e-11	6434.057976920433
2.381429251126676e-11	6449.214849696034
2.3847219204614315e-11	6464.392679033828
