Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
8.952657125996391396e-07	2.909155883384992369e+06	7.143068030661309138e+06
9.246257116405743783e-07	2.907700218984027393e+06	7.140472030083098449e+06
9.549485639791965964e-07	2.906196816459269263e+06	7.137790894361862913e+06
9.862658461312820294e-07	2.904644110251745675e+06	7.135021831513412297e+06
1.018610170155975315e-06	2.903084512768162880e+06	7.132196774801173247e+06
1.052015217616159169e-06	2.901507327581503429e+06	7.129305608278314583e+06
1.086515774652537176e-06	2.899878419029461686e+06	7.126319626724407077e+06
1.122147768207980340e-06	2.898196090858134441e+06	7.123235720705924556e+06
1.158948303439811928e-06	2.896458591185429133e+06	7.120050678816301748e+06
1.196955702359042833e-06	2.894664110676748212e+06	7.116761184331758879e+06
1.236209543736769070e-06	2.892810780660851393e+06	7.113363811757445335e+06
1.276750704319264407e-06	2.890940250684592873e+06	7.109893152088926174e+06
1.318621401394748678e-06	2.889065734500106890e+06	7.106358856465692632e+06
1.361865236756082925e-06	2.887129744059872348e+06	7.102708654564972036e+06
1.406527242105236574e-06	2.885130263332153205e+06	7.098938745271467604e+06
1.452653925946781372e-06	2.883065210169991478e+06	7.095045202813323587e+06
1.500293322019216825e-06	2.880932434142978396e+06	7.091023972674050368e+06
1.549495039314631713e-06	2.878729714297915809e+06	7.086870867370375432e+06
1.600310313738701654e-06	2.876493496826312970e+06	7.082619007078596391e+06
1.652792061464893799e-06	2.874275808317589574e+06	7.078316502432701178e+06
1.706994934038407828e-06	2.871985391308743041e+06	7.073872898300364614e+06
1.762975375287203917e-06	2.869619860688108020e+06	7.069283567361752503e+06
1.820791680099462520e-06	2.867176753124923911e+06	7.064543730545322411e+06
1.880504055128583443e-06	2.864653524504155386e+06	7.059648452051156200e+06
1.942174681489024486e-06	2.862047547277198639e+06	7.054592634211106226e+06
2.005867779508234000e-06	2.859383328639368061e+06	7.049400018288621679e+06
2.071649675602067297e-06	2.856772465543142054e+06	7.044187068974170834e+06
