Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
7.707027114212294845e-08	1.509113857747947052e+07	4.251147572425725311e+07
7.959777002314985573e-08	1.507375285802716762e+07	4.247155955487666279e+07
8.220815755240541849e-08	1.505692179366992973e+07	4.243186797600557655e+07
8.490415204088747078e-08	1.503953875906918384e+07	4.239087472244597971e+07
8.768856094587425811e-08	1.502158565250877105e+07	4.234853710612539947e+07
9.056428379445295063e-08	1.500304377863159589e+07	4.230481103902750462e+07
9.353431520292386860e-08	1.498389382897134311e+07	4.225965098728127033e+07
9.660174799522647250e-08	1.496411586184572056e+07	4.221300992374456674e+07
9.976977642363202159e-08	1.494368928159031272e+07	4.216483927903276682e+07
1.030416994950587396e-07	1.492400512981194444e+07	4.211719852560415119e+07
1.064209244064724761e-07	1.490378584391598403e+07	4.206816031938712299e+07
1.099109700929497372e-07	1.488290347195947357e+07	4.201751391834342480e+07
1.135154708920999096e-07	1.486133626821281761e+07	4.196520658215483278e+07
1.172381803286598596e-07	1.483906177380104922e+07	4.191118384089854360e+07
1.210829750232039531e-07	1.481605679331641644e+07	4.185538943832523376e+07
1.250538587290391570e-07	1.479229737066398934e+07	4.179776527327694744e+07
1.291549665014884007e-07	1.476927390468171611e+07	4.174072175794591010e+07
1.333905690039058854e-07	1.474589766600497626e+07	4.168246342159020156e+07
1.377650769549053468e-07	1.472175480984755978e+07	4.162229451871166378e+07
1.422830457214352017e-07	1.469682019519470260e+07	4.156015239279336482e+07
1.469491800624817218e-07	1.467106785653880052e+07	4.149597233251470327e+07
1.517683390283405561e-07	1.464447097684039548e+07	4.142968750436466187e+07
1.567455410205594968e-07	1.461700185960239917e+07	4.136122888304514438e+07
1.618859690178197646e-07	1.459019825763393752e+07	4.129330079298703372e+07
1.671949759731990056e-07	1.456334614959753677e+07	4.122461669938954711e+07
1.726780903884356132e-07	1.453561343387662061e+07	4.115368012935543805e+07
1.783410220710008120e-07	1.450697123117825575e+07	4.108041721352382004e+07
1.841896680799711039e-07	1.447738971512082964e+07	4.100475166000789404e+07
1.902301188668944219e-07	1.444683808117454313e+07	4.092660467494891584e+07
1.964686646180446931e-07	1.441528451458330080e+07	4.084589488046465069e+07
2.029118018046678038e-07	1.438423451034046523e+07	4.076548629898353666e+07
2.095662399480432992e-07	1.435360110443839431e+07	4.068519050515586138e+07
2.164389086064020114e-07	1.432196308420200087e+07	4.060226143229538947e+07
2.235369645909794139e-07	1.428928750357350707e+07	4.051661272272218019e+07
2.308677994187169850e-07	1.425554033603800647e+07	4.042815518667929620e+07
2.384390470093720426e-07	1.422068643919015490e+07	4.033679670945568383e+07
2.462585916350547006e-07	1.418468951813884825e+07	4.024244215546300262e+07
2.543345761304648365e-07	1.414890919612770900e+07	4.014787292295855284e+07
2.626754103723835758e-07	1.411421670503121801e+07	4.005486307255212218e+07
2.712897800372467241e-07	1.407838648298961483e+07	3.995880298903578520e+07
2.801866556459195443e-07	1.404138121842156351e+07	3.985959264083242416e+07
2.893753019050950594e-07	1.400316237612241134e+07	3.975712871585614234e+07
2.988652873550382326e-07	1.396369015713580698e+07	3.965130451392890513e+07
3.086664943337274455e-07	1.392292345730929077e+07	3.954200983566892147e+07
3.187891292677645596e-07	1.388192212693781964e+07	3.943155978709302098e+07
3.292437333007768907e-07	1.384293693628687225e+07	3.932489299720518291e+07
3.400411932703706463e-07	1.380267323675971664e+07	3.921472809853832424e+07
3.511927530450727317e-07	1.376108910000050254e+07	3.910095037155280262e+07
3.627100252330649086e-07	1.371814122262418829e+07	3.898344133451243490e+07
3.746050032748993774e-07	1.367378488112283126e+07	3.886207862010428309e+07
3.868900739327976195e-07	1.362797388529303111e+07	3.873673584801216424e+07
3.995780301895269929e-07	1.358126842701252177e+07	3.860870521086750180e+07
