Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
8.768856094587425811e-08	1.184058235057549924e+07	2.890156704164749011e+07
9.056428379445295063e-08	1.184049465737188794e+07	2.890145333965094760e+07
9.353431520292386860e-08	1.184040408829317242e+07	2.890133590882791579e+07
9.660174799522647250e-08	1.184031054902580008e+07	2.890121462689251825e+07
9.976977642363202159e-08	1.184021394216323085e+07	2.890108936754856631e+07
1.030416994950587396e-07	1.184011483907261677e+07	2.890096007161100581e+07
1.064209244064724761e-07	1.184001253845135123e+07	2.890082654101777822e+07
1.099109700929497372e-07	1.183990688290864043e+07	2.890068863132454455e+07
1.135154708920999096e-07	1.183979776242072880e+07	2.890054619891989231e+07
1.172381803286598596e-07	1.183968506335567124e+07	2.890039909548271075e+07
1.210829750232039531e-07	1.183956866835498624e+07	2.890024716782774404e+07
1.250538587290391570e-07	1.183944845621145703e+07	2.890009025774606317e+07
1.291549665014884007e-07	1.183932508763256110e+07	2.889992830073491856e+07
1.333905690039058854e-07	1.183919788187094778e+07	2.889976105864391476e+07
1.377650769549053468e-07	1.183906650443048403e+07	2.889958833189336956e+07
1.422830457214352017e-07	1.183893081850207783e+07	2.889940994061534479e+07
1.469491800624817218e-07	1.183879068279002607e+07	2.889922569904318079e+07
1.517683390283405561e-07	1.183864595136486366e+07	2.889903541531804949e+07
1.567455410205594968e-07	1.183849647351141460e+07	2.889883889128916711e+07
1.618859690178197646e-07	1.183834300332878344e+07	2.889863603496754169e+07
1.671949759731990056e-07	1.183818498250209726e+07	2.889842658576164395e+07
1.726780903884356132e-07	1.183802177942475863e+07	2.889821026772518456e+07
1.783410220710008120e-07	1.183785322414625064e+07	2.889798685559670627e+07
1.841896680799711039e-07	1.183767914114257134e+07	2.889775611672737449e+07
1.902301188668944219e-07	1.183749934913345613e+07	2.889751781083867699e+07
1.964686646180446931e-07	1.183731366089360043e+07	2.889727168977224454e+07
2.029118018046678038e-07	1.183712287111551687e+07	2.889701764084884524e+07
