# Time (s)	Wake dip x [V/C/m]
3239742629.5281954	-14482.452708049643
3300034791.1252885	-14482.452708049643
3361449000.1087756	-14482.452708049643
3424006137.9714255	-14482.452708049643
3487727474.8141704	-14482.452708049643
3552634676.5781393	-14482.452708049643
3618749812.411284	-14482.452708049643
3686095362.172169	-14482.452708049643
3754694224.0733366	-14482.452708049643
3824569722.4669914	-14482.452708049643
3895745615.7755013	-14482.452708049643
3968246104.569486	-14482.452708049643
4042095839.7963185	-14482.452708049643
4117319931.1616793	-14482.452708049643
4193943955.6671777	-14482.452708049643
4271993966.3067765	-14482.452708049643
4351496500.925055	-14482.452708049643
4432478591.24041	-14482.452708049643
4514967772.036102	-14482.452708049643
4598992090.5224285	-14482.452708049643
4684580115.873045	-14482.452708049643
4771760948.93875	-14482.452708049643
4860564232.142149	-14482.452708049643
4951020159.556352	-14482.452708049643
5043159487.171349	-14482.452708049643
5137013543.351338	-14482.452708049643
5232614239.486668	-14482.452708049643
5329994080.844104	-14482.452708049643
5429186177.618943	-14482.452708049643
5530224256.192889	-14482.452708049643
5633142670.601352	-14482.452708049643
5737976414.21414	-14482.452708049643
5844761131.63365	-14482.452708049643
5953533130.81437	-14482.452708049643
6064329395.40805	-14482.452708049643
6177187597.338489	-14482.452708049643
6292146109.610351	-14482.452708049643
6409244019.35647	-14482.452708049643
6528521141.127848	-14482.452708049643
6650018030.431105	-14482.452708049643
6773775997.517745	-14482.452708049643
6899837121.430025	-14482.452708049643
7028244264.308367	-14482.452708049643
7159041085.964889	-14482.452708049643
7292272058.728298	-14482.452708049643
7427982482.564911	-14482.452708049643
7566218500.481063	-14482.452708049643
7707027114.212319	-14482.452708049643
7850456200.20451	-14482.452708049643
7996554525.89233	-14482.452708049643
8145371766.280737	-14482.452708049643
8296958520.834915	-14482.452708049643
8451366330.684739	-14482.452708049643
8608647696.149244	-14482.452708049643
8768856094.587408	-14482.452708049643
8932045998.58096	-14482.452708049643
9098272894.455568	-14482.452708049643
9267593301.146902	-14482.452708049643
9440064789.417603	-14482.452708049643
9615746001.432076	-14482.452708049643
9794696670.695385	-14482.452708049643
9976977642.36321	-14482.452708049643
10162650893.929974	-14482.452708049643
10351779556.301762	-14482.452708049643
10544427935.261663	-14482.452708049643
10740661533.334324	-14482.452708049643
10940547072.057436	-14482.452708049643
11144152514.667904	-14482.452708049643
11351547089.20999	-14482.452708049643
11562801312.07373	-14482.452708049643
11777987011.97118	-14482.452708049643
11997177354.358856	-14482.452708049643
12220446866.31491	-14482.452708049643
12447871461.87906	-14482.452708049643
12679528467.864313	-14482.452708049643
12915496650.148827	-14482.452708049643
13155856240.457052	-14482.452708049643
13400688963.639534	-14482.452708049643
13650078065.460138	-14482.452708049643
13904108340.90067	-14482.452708049643
14162866162.991974	-14482.452708049643
14426439512.18159	-14482.452708049643
14694918006.248203	-14482.452708049643
14968392930.772556	-14482.452708049643
15246957270.1757	-14482.452708049643
15530705739.334585	-14482.452708049643
15819734815.786015	-14482.452708049643
16114142772.530231	-14482.452708049643
16414029711.444664	-14482.452708049643
16719497597.319849	-14482.452708049643
17030650292.528427	-14482.452708049643
17347593592.339325	-14482.452708049643
17670435260.889503	-14482.452708049643
17999285067.824764	-14482.452708049643
18334254825.622852	-14482.452708049643
18675458427.61074	-14482.452708049643
19023011886.689457	-14482.452708049643
19377033374.77993	-14482.452708049643
19737643263.002556	-14482.452708049643
20104964162.60493	-14482.452708049643
20479120966.650833	-14482.452708049643
20860240892.48505	-14482.452708049643
21248453524.988873	-14482.452708049643
21643890860.6402	-14482.452708049643
22046687352.39403	-14482.452708049643
22456979955.397717	-14482.452708049643
22874908173.55704	-14482.452708049643
23300614106.969296	-14482.452708049643
23734242500.238663	-14482.452708049643
24175940791.691235	-14482.452708049643
24625859163.50544	-14482.452708049643
25084150592.775414	-14482.452708049643
25550970903.525124	-14482.452708049643
26026478819.690044	-14482.452708049643
26510836019.085308	-14482.452708049643
27004207188.3777	-14482.452708049643
27506760079.080673	-14482.452708049643
28018665564.59201	-14482.452708049643
28540097698.292374	-14482.452708049643
29071233772.725693	-14482.452708049643
29612254379.880314	-14482.452708049643
30163343472.591972	-14482.452708049643
30724688427.0901	-14482.452708049643
31296480106.707504	-14482.452708049643
31878912926.77636	-14482.452708049643
32472184920.731255	-14482.452708049643
33076497807.442425	-14482.452708049643
33692057059.802742	-14482.452708049643
34319071974.590427	-14482.452708049643
34957755743.632645	-14482.452708049643
35608325526.29274	-14482.452708049643
36271002523.30648	-14482.452708049643
36946012051.9931	-14482.452708049643
37633583622.865326	-14482.452708049643
38333951017.66589	-14482.452708049643
39047352368.85556	-14482.452708049643
39774030240.58037	-14482.452708049643
40514231711.14655	-14482.452708049643
41268208457.02952	-14482.452708049643
42036216838.44701	-14482.452708049643
42818517986.52407	-14482.452708049643
43615377892.080055	-14482.452708049643
44427067496.06892	-14482.452708049643
45253862781.70167	-14482.452708049643
46096044868.284195	-14482.452708049643
46953900106.80053	-14482.452708049643
47827720177.27486	-14482.452708049643
48717802187.94641	-14482.452708049643
49624448776.28913	-14482.452708049643
50547968211.91225	-14482.452708049643
51488674501.37487	-14482.452708049643
52446887494.95119	-14482.452708049643
53422932995.38363	-14482.452708049643
54417142868.658875	-14482.452708049643
55429855156.84652	-14482.452708049643
56461414193.03661	-14482.452708049643
57512170718.41614	-14482.452708049643
58582482001.52548	-14482.452708049643
59672711959.7331	-14482.452708049643
60783231282.972115	-14482.452708049643
61914417559.77835	-14482.452708049643
63066655405.67406	-14482.452708049643
64240336593.94204	-14482.452708049643
65435860188.83229	-14482.452708049643
66653632681.24893	-14482.452708049643
67894068126.96098	-14482.452708049643
69157588287.38525	-14482.452708049643
70444622772.99051	-14482.452708049643
71755609189.36922	-14482.452708049643
73090993286.02888	-14482.452708049643
74451229107.95128	-14482.452708049643
75836779149.97191	-14482.452708049643
77248114514.03416	-14482.452708049643
78685715069.36844	-14482.452708049643
80150069615.65381	-14482.452708049643
81641676049.21455	-14482.452708049643
83161041532.30962	-14482.452708049643
84708682665.5742	-14482.452708049643
86285125663.66887	-14482.452708049643
87890906534.19963	-14482.452708049643
89526571259.96382	-14482.452708049643
91192675984.59299	-14482.452708049643
92889787201.64517	-14482.452708049643
94618481947.21992	-14482.452708049643
96379347996.15796	-14482.452708049643
98172984061.88821	-14482.452708049643
100000000000.0	-14482.452708049643
